date,open_ibova,open_oil,open_usd
2010-06-30,61.540000915527344,75.45999908447266,1.760699987411499
2010-07-01,60.720001220703125,75.37000274658203,1.7401000261306763
2010-07-06,61.11000061035156,72.05999755859375,1.7293000221252441
2010-07-07,61.599998474121094,72.06999969482422,1.7158000469207764
2010-07-08,63.029998779296875,74.8499984741211,1.7137999534606934
2010-07-12,62.900001525878906,76.30000305175781,1.7108999490737915
2010-07-13,62.75,75.05999755859375,1.7023999691009521
2010-07-14,62.5,77.12999725341797,1.7130999565124512
2010-07-15,62.93000030517578,76.76000213623047,1.7102999687194824
2010-07-19,61.939998626708984,75.72000122070312,1.742400050163269
2010-07-20,62.68000030517578,76.4000015258789,1.7237000465393066
2010-07-21,64.19999694824219,77.8499984741211,1.7308000326156616
2010-07-22,64.58000183105469,76.43000030517578,1.707800030708313
2010-07-26,65.7300033569336,78.9800033569336,1.7122999429702759
2010-07-27,66.0999984741211,78.91999816894531,1.7187000513076782
2010-07-28,66.12999725341797,77.08000183105469,1.7197999954223633
2010-07-29,66.5,76.88999938964844,1.7079999446868896
2010-08-02,68.8499984741211,78.94999694824219,1.701200008392334
2010-08-03,68.0,81.41000366210938,1.708400011062622
2010-08-04,67.7300033569336,82.41999816894531,1.7020000219345093
2010-08-05,67.62000274658203,82.44000244140625,1.7026000022888184
2010-08-09,67.79000091552734,80.91000366210938,1.6979999542236328
2010-08-10,66.6500015258789,81.44000244140625,1.7027000188827515
2010-08-11,66.30000305175781,80.22000122070312,1.7242000102996826
2010-08-12,65.19999694824219,77.30999755859375,1.7187000513076782
2010-08-16,65.5,75.5999984741211,1.7044999599456787
2010-08-17,66.12999725341797,75.05999755859375,1.7034000158309937
2010-08-18,67.20999908447266,75.44999694824219,1.7036000490188599
2010-08-19,66.94000244140625,75.2699966430664,1.7065999507904053
2010-08-23,66.4000015258789,73.9000015258789,1.7280999422073364
2010-08-24,63.81999969482422,72.94999694824219,1.7213000059127808
2010-08-25,64.80000305175781,71.47000122070312,1.7136000394821167
2010-08-26,64.80000305175781,72.81999969482422,1.7122999429702759
2010-08-30,65.0,75.5,1.7089999914169312
2010-08-31,63.650001525878906,74.06999969482422,1.705199956893921
2010-09-01,64.5,71.69999694824219,1.6949000358581543
2010-09-02,66.19000244140625,73.91000366210938,1.6756000518798828
2010-09-08,65.6500015258789,73.91000366210938,1.6756999492645264
2010-09-09,65.95999908447266,74.91999816894531,1.673200011253357
2010-09-13,66.62000274658203,76.36000061035156,1.6598999500274658
2010-09-14,67.38999938964844,77.16999816894531,1.659999966621399
2010-09-15,66.8499984741211,76.63999938964844,1.673699975013733
2010-09-16,67.2699966430664,75.76000213623047,1.6612999439239502
2010-09-20,66.66999816894531,73.58999633789062,1.682800054550171
2010-09-21,67.37000274658203,74.56999969482422,1.6615999937057495
2010-09-22,67.5,74.79000091552734,1.6686999797821045
2010-09-23,67.43000030517578,74.83999633789062,1.6727999448776245
2010-09-27,68.0,76.47000122070312,1.6598999500274658
2010-09-28,68.1500015258789,76.2300033569336,1.6579999923706055
2010-09-29,68.38999938964844,76.19999694824219,1.6505000591278076
2010-09-30,68.80000305175781,77.91000366210938,1.6375999450683594
2010-10-04,69.5,81.68000030517578,1.6480000019073486
2010-10-05,70.0,81.37000274658203,1.6136000156402588
2010-10-06,70.70999908447266,82.5999984741211,1.6282999515533447
2010-10-07,70.0,83.2699966430664,1.631100058555603
2010-10-11,70.4000015258789,82.94999694824219,1.6205999851226807
2010-10-13,69.76000213623047,81.72000122070312,1.6029000282287598
2010-10-14,70.80999755859375,83.2300033569336,1.6097999811172485
2010-10-18,70.80000305175781,81.37999725341797,1.622499942779541
2010-10-19,70.4000015258789,82.94999694824219,1.6420999765396118
2010-10-20,69.69000244140625,79.4800033569336,1.6261999607086182
2010-10-21,69.56999969482422,82.55000305175781,1.6469000577926636
2010-10-25,69.11000061035156,82.01000213623047,1.645799994468689
2010-10-26,68.5999984741211,82.47000122070312,1.6533000469207764
2010-10-27,69.98999786376953,82.4800033569336,1.670300006866455
2010-10-28,70.52999877929688,81.98999786376953,1.6545000076293945
2010-11-01,70.4000015258789,81.44999694824219,1.6512999534606934
