Date,Close,roc,RSI
2010-06-30,60.369998931884766,,
2010-07-01,60.619998931884766,,
2010-07-02,60.900001525878906,,
2010-07-05,60.38999938964844,,
2010-07-06,61.599998474121094,,
2010-07-07,62.79999923706055,,
2010-07-08,63.099998474121094,,
2010-07-12,62.5,,
2010-07-13,63.25,,
2010-07-14,63.04999923706055,,
2010-07-15,63.04999923706055,4.4392916226478905,
2010-07-16,61.849998474121094,2.0290326029507333,
2010-07-19,62.79999923706055,3.119864800617868,
2010-07-20,63.79999923706055,5.646630041192919,
2010-07-21,63.900001525878906,3.7337712804068843,69.85676541540923
2010-07-22,65.30000305175781,3.980897842466729,76.26964858648896
2010-07-23,65.98999786376953,4.580030839198355,78.6773700499873
2010-07-26,65.98999786376953,5.58399658203125,78.67737004998732
2010-07-27,66.12999725341797,4.553355341372282,79.17458639179675
2010-07-28,66.19000244140625,4.980179607202947,79.39635295562545
2010-07-29,66.5,5.471849016155984,80.54875492991647
2010-07-30,66.87000274658203,8.116417778993766,81.85338357337992
2010-08-02,68.30999755859375,8.773882784192065,85.83526712687777
2010-08-03,67.62999725341797,6.003131758867841,77.21845065732556
2010-08-04,67.69999694824219,5.9467845565298125,77.46919406810179
2010-08-05,68.05000305175781,4.211332115590112,78.72980727322991
2010-08-06,67.69999694824219,2.5913004088934763,74.25557161876158
2010-08-09,67.30000305175781,1.9851571910832158,69.4014501354906
2010-08-10,66.80000305175781,1.0131647152082923,63.788094621428016
2010-08-11,65.0999984741211,-1.646780370268254,49.21333062312974
2010-08-12,65.48999786376953,-1.5188002048578477,51.92702787386746
2010-08-13,65.5,-2.048755331705227,51.997869039917155
2010-08-16,66.12000274658203,-3.2059652910003744,56.29700752131068
2010-08-17,67.1500015258789,-0.7097379077814525,62.33253331082023
2010-08-18,66.9800033569336,-1.0635060912322363,60.83912316423807
2010-08-19,66.4000015258789,-2.4246898631642084,55.916734257017204
2010-08-20,66.19999694824219,-2.2156574115457874,54.28566138330784
2010-08-23,65.31999969482422,-2.942055374664471,47.69364677405753
2010-08-24,64.80000305175781,-2.9940118392664816,44.27250530582866
2010-08-25,64.48999786376953,-0.9370209288008713,42.323362017904365
2010-08-26,63.34000015258789,-3.2829405730841614,35.99285292038616
2010-08-27,65.1500015258789,-0.5343488154520515,48.938378610293455
2010-08-30,63.72999954223633,-3.614644744504719,41.79631176449122
2010-08-31,64.5,-3.946390864723396,46.367111922131926
2010-09-01,64.5,-3.7026026166612165,46.367111922131926
2010-09-02,66.30000305175781,-0.1506001081673471,55.78159404683272
2010-09-03,66.0,-0.30211020764631324,54.07778370430959
2010-09-06,66.0999984741211,1.1941193860089379,54.57582999954878
2010-09-08,65.80000305175781,1.543209803865701,52.72827910941726
2010-09-09,66.0,2.341451676615402,53.849940447177595
2010-09-10,66.19000244140625,4.499529968349576,54.94373565156361
2010-09-13,67.36000061035156,3.3921704262659143,61.063459135287296
2010-09-14,66.97000122070312,5.083950575457831,58.22458306497647
2010-09-15,67.5999984741211,4.806199184683866,61.3504393364146
2010-09-16,67.19999694824219,4.186041780220446,58.36434513390848
2010-09-17,66.5999984741211,0.4524817625258427,54.10996527726019
2010-09-20,67.3499984741211,2.0454522335168086,58.210595687859374
2010-09-21,67.5,2.118005383051594,58.99970705325829
2010-09-22,67.5,2.583581868385298,58.99970705325829
2010-09-23,68.27999877929688,3.454543604995265,63.19139626104417
2010-09-24,67.8499984741211,2.5079256254512625,59.57539503051279
2010-09-27,68.11000061035156,1.1134204174646987,61.0275764240707
2010-09-28,68.6500015258789,2.508586343965043,63.92606050254473
2010-09-29,68.80000305175781,1.7751547407151338,64.71118131402625
2010-09-30,68.69999694824219,2.232142958511305,63.71553799392462
2010-10-01,69.7699966430664,4.7597571194796435,69.17948179307268
2010-10-04,69.8499984741211,3.711952571106015,69.54870774561083
2010-10-05,70.55999755859375,4.533329716435185,72.6771027062643
2010-10-06,69.86000061035156,3.4962972005208335,65.5292723436088
2010-10-07,69.30000305175781,1.4938551416175658,60.41052263232867
2010-10-08,70.1500015258789,3.3898350825093457,64.89319091723007
