,date,roc_open_ibova,roc_open_oil,roc_open_usd,roc_open_abev,roc_open_jbs,roc_open_petr4,roc_open_vale
1,2010-07-20,0.18356886876560177,0.1252034474725844,-0.21463176684719126,0.18322336645073928,0.3856873899325472,-0.0698601416290942,0.01990732500023758
2,2010-07-21,0.5593409618735613,0.3299095040057151,-0.054064071905829014,0.4220986014442278,0.5549631307680248,0.26491990269166876,1.0787783587139173
3,2010-07-22,0.5546322558093909,0.5794222705203654,-0.12505447970274372,0.6919277861722938,0.4033115150898804,0.30825693672949595,0.716761074991984
4,2010-07-26,0.6564837474922501,0.9109249858140125,-0.02038380961926902,0.3767562624838921,-0.24312948484619984,0.21584844964459357,1.2590917617953823
5,2010-07-27,0.4848082380593324,0.531692490590964,0.028542873892916844,0.1957764909257351,0.22252838431645286,0.18982968538836845,0.8109362080481348
6,2010-07-28,0.507613540659123,0.10135777742884187,0.05182762077379086,0.4648388388825284,0.33833758918980195,0.12024045282881868,0.6435303458542014
7,2010-07-29,0.5863589481501614,0.2375607631410906,0.03259343339314528,0.3109360441481905,0.33719672591649036,0.16012829644010654,0.9629294006302316
8,2010-08-02,0.9871128888586977,0.23570240444888502,-0.06923847876297083,0.2723063834024246,0.6616258272150741,0.33427805835818714,1.2704040628978073
9,2010-08-03,0.7804321977339334,0.6007909126477111,-0.011062344389803984,0.37563777868672243,0.6259774912962917,0.39834879999389444,1.3661405913610003
10,2010-08-04,0.884361743681463,0.8604853275915888,-0.23525180637672616,0.09202467575394352,0.9227582634347151,0.905352840025178,1.6488560023223604
11,2010-08-05,0.7479186133847421,0.7691035490105608,-0.12315656110838957,-0.01654773466984722,1.099239462858957,0.8936550430580457,1.423410601487492
12,2010-08-09,0.5394932607168134,0.3866718699682819,-0.19168329269437825,-0.2243693144419518,0.6909860304398153,0.5385298308209067,0.7480232183450224
13,2010-08-10,0.3094031171988635,0.630641099428745,-0.02986165208687046,-0.44114591219260857,0.18165335213541745,0.274870733391305,0.5586196870505121
14,2010-08-11,0.08493513479960678,0.15510830683339727,0.06969823391203477,-0.3579364769215131,0.11080952040000228,0.0878580204951001,0.07383414823722849
15,2010-08-12,-0.13399459825650156,-0.20107915701613216,0.0,-0.4031957516756568,-0.3320586871866006,-0.21769692155541528,-0.28106705082669314
16,2010-08-16,-0.09392150057474385,-0.18521573120853912,-0.08954930151774804,-0.24998677874255726,-0.1312469603135631,-0.11964253288084474,0.20434764745079906
17,2010-08-17,-0.05521275296304766,-0.22944142002182016,-0.026946971409228103,-0.16645105371149246,-0.677315078626374,-0.028184865813642556,0.19689865686802963
18,2010-08-18,-0.2448600831907883,-0.4398311036749946,0.014063534568793033,-0.13862847123308597,-1.3638678397841055,0.11277191984908448,0.11580163761446552
19,2010-08-19,-0.15865139281982124,-0.7749989905444249,-0.010546342370969046,-0.09067188411659005,-1.3208128521170002,-0.5245000533336414,0.024535469849066415
20,2010-08-23,-0.19937964778084122,-1.083803579095629,0.15293250569854963,0.15584524426294177,-1.4012340802931256,-0.8634419122412076,-0.28734614828962135
21,2010-08-24,-0.5707938565210439,-1.22042251951982,0.10940537123761025,-0.00187566635098046,-2.036271160325292,-0.988756174841134,-0.8012654043372426
22,2010-08-25,-0.45170224684135185,-1.2289909684380693,0.09116938885514776,0.061868318353998294,-1.136731880871968,-1.1824935653114281,-0.9884150073897776
23,2010-08-26,-0.2807494440047744,-1.136199250539984,0.05605238640859998,0.08743488976625288,-0.9745952003969641,-0.7004743014452169,-0.6941464686113381
24,2010-08-30,-0.1978394520898702,-0.6292915535658878,-0.08870070500250785,0.33009285159079454,-1.139003298871557,-0.6209128225144356,-0.38552990776154794
25,2010-08-31,-0.23635184738495102,-0.43470649539676115,-0.07885062556764733,0.40426214289286344,-0.9284115517311754,-0.6876404641432633,-0.19531920759767055
26,2010-09-01,-0.15284676932956212,-0.5255429375440417,-0.05611496743663003,0.5271419729728647,-1.4338935400985071,-0.4876601119684488,-0.18482956976157394
27,2010-09-02,0.009185639079597796,-0.15578562652597575,-0.16259190586212027,0.3980573949616697,-1.1111103221480236,-0.32545295302224764,-0.159755511449491
28,2010-09-08,-0.23878365982273,-0.2089429746229467,-0.16344330944686647,0.31976102727496336,-0.7065905832013848,0.007505554647317029,-0.42184880694711874
29,2010-09-09,-0.15036491507324007,-0.04758646826935333,-0.19598258332701546,0.29304714608174603,-0.7116188147345888,0.43532099313288286,-0.3688555364865556
30,2010-09-13,0.03380629357217796,0.334625461384311,-0.4009665085456353,0.13969200259754083,-0.5639754828053132,0.3101296290807358,-0.12829455744103452
31,2010-09-14,0.5483954627353178,0.572118221988731,-0.3618506881458899,0.3831558563789223,0.11816185641112116,0.6295167026078508,0.5688912683026942
32,2010-09-15,0.3131867792442062,0.696924922985633,-0.23638319321188306,0.5861920408720132,-0.6373184781501339,-0.025911417702410868,0.5729716774981849
33,2010-09-16,0.3761736129990297,0.3935746240168933,-0.30285934592804875,0.896488683836509,0.15441276953447555,-0.21845384802819817,0.46447517490379614
34,2010-09-20,0.25338322575495037,-0.25468752912117404,-0.15605883270512183,0.7109378509954426,0.7352950906551077,0.025974876575631942,0.3611933821409611
35,2010-09-21,0.5629967795237291,0.0668422390567112,-0.26010728516098364,0.8905614936084032,0.6946081104372329,0.5935600180440985,0.5146470865493359
36,2010-09-22,0.4514876509833085,0.4128096365308339,-0.15671108508710765,0.3530787965405961,0.6547403749729427,-0.07744471330241462,0.4762075006012375
37,2010-09-23,0.18577581936291462,0.12373176237766018,-0.01677464144409497,0.40989183925529654,0.8595652749613292,-0.3579993764986827,0.21024879011958875
38,2010-09-27,0.35142266114436643,0.3401764100944358,-0.09466916394978522,0.23418517062966734,1.0710576087474526,-0.7296834220227782,0.8783469013889944
39,2010-09-28,0.32634972273326224,0.17348534652769693,-0.09116055087663873,0.4550408676716257,1.071102503990539,-0.4887875286372807,0.9341516993956706
40,2010-09-29,0.262903326114571,-0.02115275409119757,-0.05642631802130492,0.418759180287794,0.890642555314695,-0.43119595313689246,0.9883700361331754
41,2010-09-30,0.20888324332931352,0.09785067285578887,-0.13454032146333586,0.4372280774532646,0.882780139720478,-0.20335187698042925,1.0547790976172329
42,2010-10-04,0.3917628615944462,0.6657861182995057,-0.15456864091377698,0.26108158953060534,0.39875902762108506,0.5584693144810118,1.1840796329055208
43,2010-10-05,0.4020149834441336,0.7361819069355473,-0.28732819718216707,0.455986071822627,0.022065818046636976,0.5553677559813343,1.2784525687606727
44,2010-10-06,0.5925405735888855,1.1737122540638403,-0.32923613256444645,0.5418451156807654,-0.3860582116648153,0.14180660485710006,1.4860580330425979
45,2010-10-07,0.38346536852272783,1.1201808908943307,-0.18485929727195513,0.31517810932200085,-0.55364853548533,-0.3987335944295922,1.546561621862155
46,2010-10-11,0.4212179746309155,1.0390134494210674,-0.2920727143011065,0.8214179634495443,-0.189288579996049,0.0037414804428024984,1.1665593922126711
47,2010-10-13,0.3370074075905153,0.8670235043751732,-0.42568949024663616,0.8983858403984707,-0.1115577644163685,0.037412691025029254,1.2556047839260287
48,2010-10-14,0.4050680444851541,0.844577976429682,-0.3064124580178345,1.2955138208748933,-0.3238775506900075,-0.25431029833875485,0.85726909948063
