date,open_ibova,open_oil,open_usd,open_petr4,open_vale
23/01/2013,61692,13.55592632,16.26027298,19.42000008,40.68999863
24/01/2013,61966,13.56661701,16.38321686,19.42000008,40.68999863
28/01/2013,61178,13.44901943,16.25116539,19.37000084,41
29/01/2013,60027,13.34567356,16.16465187,19.72999954,39.88000107
30/01/2013,60405,13.02495003,15.79582405,19.35000038,39.00999832
31/01/2013,59344,12.82895184,15.74573612,18.98999977,39.20000076
01/02/2013,59764,12.75767994,15.52261925,18.26000023,38.79000092
04/02/2013,60350,12.95724201,15.60913372,18.13999939,40.25999832
05/02/2013,59576,12.90022373,15.43155003,18.15999985,40.58000183
06/02/2013,59442,12.76124382,15.40878296,17.28000069,40.36999893
07/02/2013,58936,12.77549839,15.53172493,17.93000031,39.88000107
08/02/2013,58374,12.5616827,15.28128719,17.75,39.79999924
13/02/2013,58495,12.44408417,15.15379143,17.54999924,39.25999832
14/02/2013,58406,12.79331589,15.44976425,17.95000076,39.54000092
15/02/2013,58076,12.56881046,15.3450346,17.79000092,39.11000061
18/02/2013,57906,12.40132141,15.33592796,17.61000061,38.50999832
19/02/2013,57619,12.91447926,15.91421318,17.63999939,38.36999893
20/02/2013,57312,13.07840443,16.0735836,17.90999985,38.16999817
21/02/2013,56153,12.88597012,15.88689232,18.10000038,37.63999939
22/02/2013,56159,12.50822926,15.47253132,17.46999931,36.00999832
25/02/2013,56698,12.5616827,15.52717209,17.51000023,36.74000168
26/02/2013,56616,12.75411701,16.00983429,17.04999924,35.81999969
27/02/2013,56948,12.55455494,15.92787266,16.78000069,35.66999817
28/02/2013,57273,12.51891899,15.75484276,16.79000092,36.79000092
01/03/2013,57422,12.50822926,15.80037689,16.76000023,36.38000107
04/03/2013,56878,12.45477486,15.77760983,16.5,37.00999832
05/03/2013,56508,12.64364529,15.93698025,16.81999969,36.25999832
