,date,roc_open_ibova,roc_open_oil,roc_open_usd,roc_open_petr4,roc_open_vale
1,01/07/2010,-1.6733363454463306,0.0,0.0,0.5563855160190934,-2.6996856054641416
2,02/07/2010,0.4939689833429064,0.0,2.7190338229536,-1.4385883114150235,0.9172155569937768
3,05/07/2010,0.3266052648768698,0.0,0.4705897414427041,0.22455606867305256,-0.9316061478095471
4,06/07/2010,-0.9212839377563643,0.0,-0.5269321877830826,0.8215059907827008,1.3761520895759771
5,07/07/2010,1.9664859536717594,0.0,1.2065858917259615,0.7407435555555621,-1.5837120994655878
6,08/07/2010,1.9575619894629996,0.0,5.408558613647994,1.0294072506489138,3.4022977931034517
7,12/07/2010,0.3081444960652318,5.09677470807732,2.95171665932648,0.5094661657334146,-0.3557133206675848
8,13/07/2010,-0.8081667375584858,-0.9208110529198781,0.08038680314165071,-0.7965286506486592,-0.46853878057222914
9,14/07/2010,1.1466869957435994,-9.26270274959665,-0.696118605464332,-1.277373667350441,-0.5828337512770938
10,15/07/2010,-0.32032157774079073,-0.13657286903128868,-0.40441521100416405,0.9242144437117552,-0.5862420044408202
11,16/07/2010,0.007876248385369081,0.5128255508433833,0.027067518660607873,-0.9523748250477885,-1.3381722567311027
12,19/07/2010,-1.7893427000803315,-1.394556214604762,-1.488500515269397,-0.7026646950276796,-0.6896534252873522
13,20/07/2010,1.5059902808294976,1.1383254334663953,0.714286538272962,-0.29795128069939464,1.7129580022720265
14,21/07/2010,1.8612735029230527,3.1377868275997125,2.15493620665949,3.9596542464908135,6.986799694399543
15,22/07/2010,0.05584165787677608,-0.46296152212044506,0.08010775648291758,0.03593327354922547,1.1699703672739905
16,23/07/2010,1.9285625697631155,1.661130887094351,1.894347500333265,0.5387917356027712,0.904121735940978
17,26/07/2010,0.8730303583378962,0.816989728180584,0.9426553807252259,-0.7145368047282412,0.5000997116030994
18,27/07/2010,0.19149000331714966,0.38898273398589445,0.6485016171030066,0.7556641707372759,0.7671551597116214
