date,open_ibova,open_oil,open_usd,open_abev,open_jbs,open_petr4,open_vale
2010-06-30,61.540000915527344,75.45999908447266,1.760699987411499,6.362857818603516,8.699999809265137,26.959999084472656,24.920000076293945
2010-07-01,60.720001220703125,75.37000274658203,1.7401000261306763,6.264967918395996,8.699999809265137,27.110000610351562,24.420000076293945
2010-07-06,61.11000061035156,72.05999755859375,1.7293000221252441,6.1530938148498535,8.949999809265137,27.0,25.25
2010-07-07,61.599998474121094,72.06999969482422,1.7158000469207764,6.25258207321167,9.630000114440918,27.200000762939453,24.549999237060547
2010-07-08,63.029998779296875,74.8499984741211,1.7137999534606934,6.34767484664917,9.630000114440918,27.479999542236328,25.770000457763672
2010-07-12,62.900001525878906,76.30000305175781,1.7108999490737915,6.194646835327148,9.630000114440918,27.6200008392334,25.719999313354492
2010-07-13,62.75,75.05999755859375,1.7023999691009521,6.3209052085876465,9.630000114440918,27.399999618530273,25.549999237060547
2010-07-14,62.5,77.12999725341797,1.7130999565124512,6.356864929199219,9.630000114440918,27.049999237060547,25.1299991607666
2010-07-15,62.93000030517578,76.76000213623047,1.7102999687194824,6.315310955047607,9.600000381469727,27.299999237060547,25.229999542236328
2010-07-19,61.939998626708984,75.72000122070312,1.742400050163269,6.452756881713867,9.239999771118164,26.850000381469727,24.6200008392334
2010-07-20,62.68000030517578,76.4000015258789,1.7237000465393066,6.478328227996826,9.0600004196167,26.770000457763672,24.969999313354492
2010-07-21,64.19999694824219,77.8499984741211,1.7308000326156616,6.531468868255615,9.220000267028809,27.829999923706055,27.1299991607666
2010-07-22,64.58000183105469,76.43000030517578,1.707800030708313,6.591801166534424,9.329999923706055,27.84000015258789,27.06999969482422
2010-07-26,65.7300033569336,78.9800033569336,1.7122999429702759,6.493112087249756,9.399999618530273,27.790000915527344,27.770000457763672
2010-07-27,66.0999984741211,78.91999816894531,1.7187000513076782,6.4731340408325195,9.84000015258789,28.0,27.8700008392334
2010-07-28,66.12999725341797,77.08000183105469,1.7197999954223633,6.493112087249756,9.949999809265137,27.950000762939453,27.399999618530273
2010-07-29,66.5,76.88999938964844,1.7079999446868896,6.521480083465576,9.949999809265137,27.84000015258789,28.079999923706055
2010-08-02,68.8499984741211,78.94999694824219,1.701200008392334,6.533067226409912,10.260000228881836,27.969999313354492,28.5
2010-08-03,68.0,81.41000366210938,1.708400011062622,6.559038162231445,10.199999809265137,28.399999618530273,28.899999618530273
2010-08-04,67.7300033569336,82.41999816894531,1.7020000219345093,6.51269006729126,10.130000114440918,29.360000610351562,29.110000610351562
2010-08-05,67.62000274658203,82.44000244140625,1.7026000022888184,6.467541217803955,10.130000114440918,29.270000457763672,28.90999984741211
