,ibova_0,ibova_1,ibova_2,ibova_3,ibova_4,ibova_5,oil_0,oil_1,oil_2,oil_3,oil_4,oil_5,usd_0,usd_1,usd_2,usd_3,usd_4,usd_5,abev_0,abev_1,abev_2,abev_3,abev_4,abev_5,jbs_0,jbs_1,jbs_2,jbs_3,jbs_4,jbs_5,petr_0,petr_1,petr_2,petr_3,petr_4,petr_5,vale_0,vale_1,vale_2,vale_3,vale_4,vale_5
0,0.1835688687656017,0.5593409618735613,0.5546322558093909,0.6564837474922501,0.4848082380593324,0.507613540659123,0.1252034474725844,0.3299095040057151,0.5794222705203654,0.9109249858140124,0.531692490590964,0.1013577774288418,-0.2146317668471912,-0.054064071905829,-0.1250544797027437,-0.020383809619269,0.0285428738929168,0.0518276207737908,0.1832233664507392,0.4220986014442278,0.6919277861722938,0.3767562624838921,0.1957764909257351,0.4648388388825284,0.3856873899325472,0.5549631307680248,0.4033115150898804,-0.2431294848461998,0.2225283843164528,0.3383375891898019,-0.0698601416290942,0.2649199026916687,0.3082569367294959,0.2158484496445935,0.1898296853883684,0.1202404528288186,0.0199073250002375,1.0787783587139173,0.716761074991984,1.2590917617953823,0.8109362080481348,0.6435303458542014
1,0.5593409618735613,0.5546322558093909,0.6564837474922501,0.4848082380593324,0.507613540659123,0.5863589481501614,0.3299095040057151,0.5794222705203654,0.9109249858140124,0.531692490590964,0.1013577774288418,0.2375607631410906,-0.054064071905829,-0.1250544797027437,-0.020383809619269,0.0285428738929168,0.0518276207737908,0.0325934333931452,0.4220986014442278,0.6919277861722938,0.3767562624838921,0.1957764909257351,0.4648388388825284,0.3109360441481905,0.5549631307680248,0.4033115150898804,-0.2431294848461998,0.2225283843164528,0.3383375891898019,0.3371967259164903,0.2649199026916687,0.3082569367294959,0.2158484496445935,0.1898296853883684,0.1202404528288186,0.1601282964401065,1.0787783587139173,0.716761074991984,1.2590917617953823,0.8109362080481348,0.6435303458542014,0.9629294006302316
2,0.5546322558093909,0.6564837474922501,0.4848082380593324,0.507613540659123,0.5863589481501614,0.9871128888586976,0.5794222705203654,0.9109249858140124,0.531692490590964,0.1013577774288418,0.2375607631410906,0.235702404448885,-0.1250544797027437,-0.020383809619269,0.0285428738929168,0.0518276207737908,0.0325934333931452,-0.0692384787629708,0.6919277861722938,0.3767562624838921,0.1957764909257351,0.4648388388825284,0.3109360441481905,0.2723063834024246,0.4033115150898804,-0.2431294848461998,0.2225283843164528,0.3383375891898019,0.3371967259164903,0.6616258272150741,0.3082569367294959,0.2158484496445935,0.1898296853883684,0.1202404528288186,0.1601282964401065,0.3342780583581871,0.716761074991984,1.2590917617953823,0.8109362080481348,0.6435303458542014,0.9629294006302316,1.2704040628978073
3,0.6564837474922501,0.4848082380593324,0.507613540659123,0.5863589481501614,0.9871128888586976,0.7804321977339334,0.9109249858140124,0.531692490590964,0.1013577774288418,0.2375607631410906,0.235702404448885,0.6007909126477111,-0.020383809619269,0.0285428738929168,0.0518276207737908,0.0325934333931452,-0.0692384787629708,-0.0110623443898039,0.3767562624838921,0.1957764909257351,0.4648388388825284,0.3109360441481905,0.2723063834024246,0.3756377786867224,-0.2431294848461998,0.2225283843164528,0.3383375891898019,0.3371967259164903,0.6616258272150741,0.6259774912962917,0.2158484496445935,0.1898296853883684,0.1202404528288186,0.1601282964401065,0.3342780583581871,0.3983487999938944,1.2590917617953823,0.8109362080481348,0.6435303458542014,0.9629294006302316,1.2704040628978073,1.3661405913610003
4,0.4848082380593324,0.507613540659123,0.5863589481501614,0.9871128888586976,0.7804321977339334,0.884361743681463,0.531692490590964,0.1013577774288418,0.2375607631410906,0.235702404448885,0.6007909126477111,0.8604853275915888,0.0285428738929168,0.0518276207737908,0.0325934333931452,-0.0692384787629708,-0.0110623443898039,-0.2352518063767261,0.1957764909257351,0.4648388388825284,0.3109360441481905,0.2723063834024246,0.3756377786867224,0.0920246757539435,0.2225283843164528,0.3383375891898019,0.3371967259164903,0.6616258272150741,0.6259774912962917,0.9227582634347152,0.1898296853883684,0.1202404528288186,0.1601282964401065,0.3342780583581871,0.3983487999938944,0.905352840025178,0.8109362080481348,0.6435303458542014,0.9629294006302316,1.2704040628978073,1.3661405913610003,1.6488560023223604
5,0.507613540659123,0.5863589481501614,0.9871128888586976,0.7804321977339334,0.884361743681463,0.7479186133847421,0.1013577774288418,0.2375607631410906,0.235702404448885,0.6007909126477111,0.8604853275915888,0.7691035490105608,0.0518276207737908,0.0325934333931452,-0.0692384787629708,-0.0110623443898039,-0.2352518063767261,-0.1231565611083895,0.4648388388825284,0.3109360441481905,0.2723063834024246,0.3756377786867224,0.0920246757539435,-0.0165477346698472,0.3383375891898019,0.3371967259164903,0.6616258272150741,0.6259774912962917,0.9227582634347152,1.099239462858957,0.1202404528288186,0.1601282964401065,0.3342780583581871,0.3983487999938944,0.905352840025178,0.8936550430580457,0.6435303458542014,0.9629294006302316,1.2704040628978073,1.3661405913610003,1.6488560023223604,1.423410601487492
6,0.5863589481501614,0.9871128888586976,0.7804321977339334,0.884361743681463,0.7479186133847421,0.5394932607168134,0.2375607631410906,0.235702404448885,0.6007909126477111,0.8604853275915888,0.7691035490105608,0.3866718699682819,0.0325934333931452,-0.0692384787629708,-0.0110623443898039,-0.2352518063767261,-0.1231565611083895,-0.1916832926943782,0.3109360441481905,0.2723063834024246,0.3756377786867224,0.0920246757539435,-0.0165477346698472,-0.2243693144419518,0.3371967259164903,0.6616258272150741,0.6259774912962917,0.9227582634347152,1.099239462858957,0.6909860304398153,0.1601282964401065,0.3342780583581871,0.3983487999938944,0.905352840025178,0.8936550430580457,0.5385298308209067,0.9629294006302316,1.2704040628978073,1.3661405913610003,1.6488560023223604,1.423410601487492,0.7480232183450224
7,0.9871128888586976,0.7804321977339334,0.884361743681463,0.7479186133847421,0.5394932607168134,0.3094031171988635,0.235702404448885,0.6007909126477111,0.8604853275915888,0.7691035490105608,0.3866718699682819,0.630641099428745,-0.0692384787629708,-0.0110623443898039,-0.2352518063767261,-0.1231565611083895,-0.1916832926943782,-0.0298616520868704,0.2723063834024246,0.3756377786867224,0.0920246757539435,-0.0165477346698472,-0.2243693144419518,-0.4411459121926085,0.6616258272150741,0.6259774912962917,0.9227582634347152,1.099239462858957,0.6909860304398153,0.1816533521354174,0.3342780583581871,0.3983487999938944,0.905352840025178,0.8936550430580457,0.5385298308209067,0.274870733391305,1.2704040628978073,1.3661405913610003,1.6488560023223604,1.423410601487492,0.7480232183450224,0.5586196870505121
8,0.7804321977339334,0.884361743681463,0.7479186133847421,0.5394932607168134,0.3094031171988635,0.0849351347996067,0.6007909126477111,0.8604853275915888,0.7691035490105608,0.3866718699682819,0.630641099428745,0.1551083068333972,-0.0110623443898039,-0.2352518063767261,-0.1231565611083895,-0.1916832926943782,-0.0298616520868704,0.0696982339120347,0.3756377786867224,0.0920246757539435,-0.0165477346698472,-0.2243693144419518,-0.4411459121926085,-0.3579364769215131,0.6259774912962917,0.9227582634347152,1.099239462858957,0.6909860304398153,0.1816533521354174,0.1108095204000022,0.3983487999938944,0.905352840025178,0.8936550430580457,0.5385298308209067,0.274870733391305,0.0878580204951001,1.3661405913610003,1.6488560023223604,1.423410601487492,0.7480232183450224,0.5586196870505121,0.0738341482372284
9,0.884361743681463,0.7479186133847421,0.5394932607168134,0.3094031171988635,0.0849351347996067,-0.1339945982565015,0.8604853275915888,0.7691035490105608,0.3866718699682819,0.630641099428745,0.1551083068333972,-0.2010791570161321,-0.2352518063767261,-0.1231565611083895,-0.1916832926943782,-0.0298616520868704,0.0696982339120347,0.0,0.0920246757539435,-0.0165477346698472,-0.2243693144419518,-0.4411459121926085,-0.3579364769215131,-0.4031957516756568,0.9227582634347152,1.099239462858957,0.6909860304398153,0.1816533521354174,0.1108095204000022,-0.3320586871866006,0.905352840025178,0.8936550430580457,0.5385298308209067,0.274870733391305,0.0878580204951001,-0.2176969215554152,1.6488560023223604,1.423410601487492,0.7480232183450224,0.5586196870505121,0.0738341482372284,-0.2810670508266931
