Date,Open
2010-06-30,15.071829795837402
2010-07-01,15.071829795837402
2010-07-02,15.481637954711914
2010-07-05,15.554492950439453
2010-07-06,15.47253131866455
2010-07-07,15.659220695495605
2010-07-08,16.50615882873535
2010-07-12,16.99337387084961
2010-07-13,17.007034301757812
2010-07-14,16.88864517211914
2010-07-15,16.820344924926758
2010-07-16,16.82489776611328
2010-07-19,16.574459075927734
2010-07-20,16.692848205566406
2010-07-21,17.052568435668945
2010-07-22,17.06622886657715
2010-07-23,17.389522552490234
2010-07-26,17.55344581604004
2010-07-27,17.667280197143555
2010-07-28,17.530677795410156
2010-07-29,18.027000427246094
2010-07-30,17.781116485595703
2010-08-02,18.03155517578125
2010-08-03,17.753795623779297
2010-08-04,17.63995933532715
2010-08-05,17.252918243408203
2010-08-06,17.17551040649414
2010-08-09,17.57621192932129
2010-08-10,17.41684341430664
2010-08-11,17.21649169921875
2010-08-12,16.952392578125
2010-08-13,17.08899688720703
2010-08-16,17.052568435668945
2010-08-17,17.303007125854492
2010-08-18,17.303007125854492
2010-08-19,17.23470687866211
2010-08-20,17.075336456298828
2010-08-23,17.016141891479492
2010-08-24,16.870431900024414
2010-08-25,16.64276123046875
2010-08-26,16.688295364379883
2010-08-27,16.424196243286133
2010-08-30,16.80213165283203
2010-08-31,16.82489776611328
2010-09-01,17.303007125854492
2010-09-02,17.421396255493164
2010-09-03,17.394075393676758
2010-09-06,17.23470687866211
2010-09-08,17.139083862304688
2010-09-09,17.125423431396484
2010-09-10,16.947839736938477
2010-09-13,17.08899688720703
2010-09-14,17.485143661499023
2010-09-15,17.685495376586914
2010-09-16,17.772010803222656
2010-09-17,17.658174514770508
2010-09-20,17.653621673583984
2010-09-21,17.699155807495117
2010-09-22,17.476036071777344
2010-09-23,17.43960952758789
2010-09-24,17.844863891601562
2010-09-27,17.57621192932129
2010-09-28,17.621746063232422
2010-09-29,17.676387786865234
2010-09-30,18.104408264160156
2010-10-01,18.464130401611328
2010-10-04,18.52332305908203
2010-10-05,18.66903305053711
2010-10-06,19.09250259399414
2010-10-07,19.015094757080078
2010-10-08,18.873937606811523
2010-10-11,19.329280853271484
2010-10-13,19.3065128326416
2010-10-14,19.352046966552734
2010-10-15,19.352046966552734
2010-10-18,19.2928524017334
2010-10-19,19.23821258544922
2010-10-20,19.21999740600586
2010-10-21,19.397581100463867
2010-10-22,19.26097869873047
2010-10-25,19.42945671081543
2010-10-26,19.224552154541016
2010-10-27,19.33838653564453
2010-10-28,19.12437629699707
2010-10-29,18.842063903808594
2010-11-01,18.928579330444336
2010-11-03,19.192678451538086
2010-11-04,19.352046966552734
2010-11-05,19.616146087646484
2010-11-08,19.670787811279297
2010-11-09,19.907564163208008
2010-11-10,19.26097869873047
2010-11-11,19.324726104736328
2010-11-12,19.010541915893555
2010-11-16,18.992326736450195
2010-11-17,18.760101318359375
2010-11-18,18.96500587463379
2010-11-19,18.814743041992188
2010-11-22,19.024200439453125
2010-11-23,18.527877807617188
2010-11-24,18.39127540588379
2010-11-25,18.527877807617188
2010-11-26,18.268333435058594
2010-11-29,18.19092559814453
2010-11-30,17.963253021240234
2010-12-01,18.21369171142578
2010-12-02,18.345741271972656
2010-12-03,18.131729125976562
2010-12-06,18.008787155151367
2010-12-07,17.995126724243164
2010-12-08,17.89495277404785
2010-12-09,17.73558235168457
2010-12-10,17.571659088134766
2010-12-13,17.6171932220459
2010-12-14,17.571659088134766
2010-12-15,17.462377548217773
2010-12-16,17.530677795410156
2010-12-17,17.348541259765625
2010-12-20,17.57621192932129
2010-12-21,17.211938858032227
2010-12-22,17.571659088134766
2010-12-23,17.84031105041504
2010-12-27,17.84941864013672
2010-12-28,17.708261489868164
2010-12-29,17.621746063232422
2010-12-30,18.03155517578125
2011-01-03,18.03155517578125
2011-01-04,18.077089309692383
2011-01-05,18.122623443603516
2011-01-06,18.400381088256836
2011-01-07,18.013341903686523
2011-01-10,17.51246452331543
2011-01-11,17.876737594604492
2011-01-12,18.027000427246094
2011-01-13,18.395828247070312
2011-01-14,17.940486907958984
2011-01-17,17.963253021240234
2011-01-18,17.89495277404785
2011-01-19,17.58531951904297
2011-01-20,17.303007125854492
2011-01-21,16.988821029663086
2011-01-24,16.966054916381836
2011-01-26,17.048015594482422
