Date,Open
2010-06-30,61.540000915527344
2010-07-01,60.720001220703125
2010-07-02,60.65999984741211
2010-07-05,60.209999084472656
2010-07-06,61.11000061035156
2010-07-07,61.599998474121094
2010-07-08,63.029998779296875
2010-07-12,62.900001525878906
2010-07-13,62.75
2010-07-14,62.5
2010-07-15,62.93000030517578
2010-07-16,62.599998474121094
2010-07-19,61.939998626708984
2010-07-20,62.68000030517578
2010-07-21,64.19999694824219
2010-07-22,64.58000183105469
2010-07-23,65.30000305175781
2010-07-26,65.7300033569336
2010-07-27,66.0999984741211
2010-07-28,66.12999725341797
2010-07-29,66.5
2010-07-30,66.44000244140625
2010-08-02,68.8499984741211
2010-08-03,68.0
2010-08-04,67.7300033569336
2010-08-05,67.62000274658203
2010-08-06,67.3499984741211
2010-08-09,67.79000091552734
2010-08-10,66.6500015258789
2010-08-11,66.30000305175781
2010-08-12,65.19999694824219
2010-08-13,65.51000213623047
2010-08-16,65.5
2010-08-17,66.12999725341797
2010-08-18,67.20999908447266
2010-08-19,66.94000244140625
2010-08-20,66.0199966430664
2010-08-23,66.4000015258789
2010-08-24,63.81999969482422
2010-08-25,64.80000305175781
2010-08-26,64.80000305175781
2010-08-27,63.5
2010-08-30,65.0
2010-08-31,63.650001525878906
2010-09-01,64.5
2010-09-02,66.19000244140625
2010-09-03,66.9000015258789
2010-09-06,66.0
2010-09-08,65.6500015258789
2010-09-09,65.95999908447266
2010-09-10,66.0
2010-09-13,66.62000274658203
2010-09-14,67.38999938964844
2010-09-15,66.8499984741211
2010-09-16,67.2699966430664
2010-09-17,66.9000015258789
2010-09-20,66.66999816894531
2010-09-21,67.37000274658203
2010-09-22,67.5
2010-09-23,67.43000030517578
2010-09-24,68.88999938964844
2010-09-27,68.0
2010-09-28,68.1500015258789
2010-09-29,68.38999938964844
2010-09-30,68.80000305175781
2010-10-01,69.0
2010-10-04,69.5
2010-10-05,70.0
2010-10-06,70.70999908447266
2010-10-07,70.0
2010-10-08,69.0
2010-10-11,70.4000015258789
2010-10-13,69.76000213623047
2010-10-14,70.80999755859375
2010-10-15,71.0999984741211
2010-10-18,70.80000305175781
2010-10-19,70.4000015258789
2010-10-20,69.69000244140625
2010-10-21,69.56999969482422
2010-10-22,69.69000244140625
2010-10-25,69.11000061035156
2010-10-26,68.5999984741211
2010-10-27,69.98999786376953
2010-10-28,70.52999877929688
2010-10-29,69.80000305175781
2010-11-01,70.4000015258789
2010-11-03,71.0
2010-11-04,71.55999755859375
2010-11-05,71.45999908447266
2010-11-08,71.9000015258789
2010-11-09,72.19999694824219
2010-11-10,70.8499984741211
2010-11-11,70.75
2010-11-12,69.69999694824219
2010-11-16,69.19999694824219
2010-11-17,68.61000061035156
2010-11-18,69.69999694824219
2010-11-19,69.5
2010-11-22,70.30000305175781
2010-11-23,68.30000305175781
2010-11-24,68.0
2010-11-25,68.98999786376953
2010-11-26,67.51000213623047
2010-11-29,67.05000305175781
2010-11-30,67.48999786376953
2010-12-01,67.97000122070312
2010-12-02,69.0
2010-12-03,68.7699966430664
2010-12-06,69.0
2010-12-07,69.5
2010-12-08,68.80000305175781
2010-12-09,67.5199966430664
2010-12-10,67.5999984741211
2010-12-13,68.30999755859375
2010-12-14,68.19999694824219
2010-12-15,67.5999984741211
2010-12-16,67.29000091552734
2010-12-17,66.44999694824219
2010-12-20,67.5999984741211
2010-12-21,66.95999908447266
2010-12-22,67.6500015258789
2010-12-23,67.75
2010-12-27,67.5
2010-12-28,67.4000015258789
2010-12-29,68.2699966430664
2010-12-30,68.47000122070312
2011-01-03,69.0
2011-01-04,68.4000015258789
2011-01-05,69.66999816894531
2011-01-06,70.4000015258789
2011-01-07,69.75
2011-01-10,69.05999755859375
2011-01-11,69.69999694824219
2011-01-12,69.69999694824219
2011-01-13,70.70999908447266
2011-01-14,69.69999694824219
2011-01-17,70.0199966430664
2011-01-18,70.4000015258789
2011-01-19,70.19999694824219
2011-01-20,69.01000213623047
2011-01-21,69.0
2011-01-24,68.44999694824219
2011-01-26,68.73999786376953
2011-01-27,68.25
2011-01-28,67.30000305175781
2011-01-31,66.20999908447266
2011-02-01,66.30000305175781
2011-02-02,66.93000030517578
2011-02-03,66.0
2011-02-04,66.0
2011-02-07,64.98999786376953
2011-02-08,64.68000030517578
2011-02-09,64.8499984741211
2011-02-10,63.599998474121094
2011-02-11,64.11000061035156
2011-02-14,64.91000366210938
2011-02-15,65.52999877929688
2011-02-16,65.9000015258789
2011-02-17,66.83999633789062
2011-02-18,66.79000091552734
2011-02-21,66.94000244140625
2011-02-22,66.0
2011-02-23,65.79000091552734
2011-02-24,66.19999694824219
2011-02-25,67.58999633789062
2011-02-28,66.44000244140625
2011-03-01,66.80000305175781
2011-03-02,65.5
2011-03-03,66.7300033569336
2011-03-04,67.23999786376953
2011-03-09,67.47000122070312
2011-03-10,66.44000244140625
2011-03-11,65.98999786376953
2011-03-14,65.30999755859375
2011-03-15,64.69999694824219
2011-03-16,66.4000015258789
2011-03-17,66.0
2011-03-18,66.1500015258789
2011-03-21,66.16999816894531
2011-03-22,66.9000015258789
2011-03-23,66.88999938964844
2011-03-24,67.0
2011-03-25,67.38999938964844
2011-03-28,67.44999694824219
2011-03-29,66.38999938964844
2011-03-30,66.62000274658203
2011-03-31,66.94999694824219
2011-04-01,67.30999755859375
2011-04-04,67.55000305175781
2011-04-05,68.51000213623047
2011-04-06,68.51000213623047
2011-04-07,68.20999908447266
2011-04-08,68.4800033569336
2011-04-11,67.94999694824219
2011-04-12,66.9000015258789
2011-04-13,66.9000015258789
2011-04-14,65.80000305175781
2011-04-15,66.08000183105469
2011-04-18,65.87000274658203
2011-04-19,64.75
2011-04-20,66.12999725341797
2011-04-25,66.0199966430664
2011-04-26,66.1500015258789
2011-04-27,66.48999786376953
2011-04-28,65.48999786376953
2011-04-29,64.87999725341797
2011-05-02,65.5
2011-05-03,64.5999984741211
2011-05-04,63.97999954223633
2011-05-05,62.5099983215332
2011-05-06,63.650001525878906
2011-05-09,63.68000030517578
2011-05-10,63.68000030517578
2011-05-11,63.70000076293945
2011-05-12,62.5
2011-05-13,63.36000061035156
2011-05-16,62.400001525878906
2011-05-17,62.09000015258789
2011-05-18,62.79999923706055
2011-05-19,62.790000915527344
2011-05-20,61.459999084472656
2011-05-23,60.900001525878906
2011-05-24,61.79999923706055
2011-05-25,62.400001525878906
2011-05-26,62.720001220703125
2011-05-27,63.5
2011-05-30,63.560001373291016
2011-05-31,63.61000061035156
2011-06-01,63.58000183105469
2011-06-02,62.900001525878906
2011-06-03,63.150001525878906
2011-06-06,63.58000183105469
2011-06-07,62.189998626708984
2011-06-08,62.13999938964844
2011-06-09,62.150001525878906
2011-06-10,62.630001068115234
2011-06-13,61.869998931884766
2011-06-14,61.7400016784668
2011-06-15,60.70000076293945
2011-06-16,60.95000076293945
2011-06-17,60.689998626708984
2011-06-20,59.849998474121094
2011-06-21,60.54999923706055
2011-06-22,60.5
2011-06-24,60.54999923706055
2011-06-27,60.290000915527344
2011-06-28,60.70000076293945
2011-06-29,61.54999923706055
2011-06-30,61.84000015258789
2011-07-01,61.65999984741211
2011-07-04,62.97999954223633
2011-07-05,62.599998474121094
2011-07-06,62.150001525878906
2011-07-07,62.5
2011-07-08,61.02000045776367
2011-07-11,60.099998474121094
2011-07-12,59.970001220703125
2011-07-13,59.099998474121094
2011-07-14,59.81999969482422
2011-07-15,59.29999923706055
2011-07-18,58.720001220703125
2011-07-19,58.5
2011-07-20,58.88999938964844
2011-07-21,58.47999954223633
2011-07-22,59.58000183105469
2011-07-25,59.54999923706055
2011-07-26,59.349998474121094
2011-07-27,58.29999923706055
2011-07-28,57.209999084472656
2011-07-29,57.849998474121094
2011-08-01,58.5
2011-08-02,57.849998474121094
2011-08-03,56.599998474121094
2011-08-04,54.0
2011-08-05,52.150001525878906
2011-08-08,49.11000061035156
2011-08-09,49.0
2011-08-10,50.400001525878906
2011-08-11,51.0
2011-08-12,52.650001525878906
2011-08-15,53.11000061035156
2011-08-16,53.470001220703125
2011-08-17,53.529998779296875
2011-08-18,52.66999816894531
2011-08-19,51.2400016784668
2011-08-22,52.83000183105469
2011-08-23,51.66999816894531
2011-08-24,53.0099983215332
2011-08-25,52.77000045776367
2011-08-26,52.02000045776367
2011-08-29,53.25
2011-08-30,53.70000076293945
2011-08-31,55.29999923706055
2011-09-01,56.779998779296875
2011-09-02,56.45000076293945
2011-09-05,54.599998474121094
2011-09-06,53.439998626708984
2011-09-08,56.79999923706055
2011-09-09,56.5
2011-09-12,53.45000076293945
2011-09-13,55.33000183105469
2011-09-14,55.189998626708984
2011-09-15,56.29999923706055
2011-09-16,55.810001373291016
2011-09-19,56.45000076293945
2011-09-20,56.400001525878906
2011-09-21,56.29999923706055
2011-09-22,53.400001525878906
2011-09-23,52.47999954223633
2011-09-26,52.650001525878906
2011-09-27,53.95000076293945
2011-09-28,53.5
2011-09-29,53.0
2011-09-30,52.25
2011-10-03,51.150001525878906
2011-10-04,50.0
2011-10-05,49.900001525878906
2011-10-06,51.06999969482422
2011-10-07,52.220001220703125
2011-10-10,51.119998931884766
2011-10-11,52.290000915527344
2011-10-13,53.61000061035156
2011-10-14,54.47999954223633
2011-10-17,54.400001525878906
2011-10-18,53.790000915527344
2011-10-19,54.45000076293945
2011-10-20,53.650001525878906
2011-10-21,53.900001525878906
2011-10-24,54.599998474121094
2011-10-25,55.0
2011-10-26,55.79999923706055
2011-10-27,56.099998474121094
2011-10-28,58.43000030517578
2011-10-31,58.0
2011-11-01,55.68000030517578
2011-11-03,57.81999969482422
2011-11-04,57.22999954223633
2011-11-07,57.83000183105469
2011-11-08,58.650001525878906
2011-11-09,57.150001525878906
2011-11-10,56.779998779296875
2011-11-11,57.41999816894531
2011-11-14,57.58000183105469
2011-11-16,57.099998474121094
2011-11-17,57.40999984741211
2011-11-18,56.40999984741211
2011-11-21,56.0
2011-11-22,55.70000076293945
2011-11-23,54.40999984741211
2011-11-24,54.72999954223633
2011-11-25,54.34000015258789
2011-11-28,55.29999923706055
2011-11-29,55.470001220703125
2011-11-30,55.029998779296875
2011-12-01,57.099998474121094
2011-12-02,57.81999969482422
2011-12-05,57.59000015258789
2011-12-06,57.810001373291016
2011-12-07,58.349998474121094
2011-12-08,57.720001220703125
2011-12-09,57.0
2011-12-12,57.40999984741211
2011-12-13,57.02000045776367
2011-12-14,56.880001068115234
2011-12-15,56.439998626708984
